Herb_	Herb_pinyin_name	Herb_cn_name	Herb_en_name	Herb_latin_name	Properties	Meridians	UsePart	Function	Indication	Toxicity	Clinical_manifestations	Therapeutic_en_class	Therapeutic_cn_class	TCMID_id	TCM_ID_id	SymMap_id	TCMSP_id
HERB004340	PENG TE MAN DE MU	NA	Pentland Mandevilla	Mandevilla pentlandiana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5287	NA	NA
HERB004341	PENG XIAN XUE DAN	彭县雪胆	Pengxian Hemsleya	Hemsleya pengxianensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3407	NA	NA
HERB004342	PENG ZI CAI	蓬子菜	Yellow Bedstraw	Galium verum	NA	NA	herb	To clear heat and resolve toxin, move blood and relieve itch.	Hepatitis, painful swelling throat moth, clove sore and swollen boil, paddy field dermatitis, urticaria, knocks and falls, blood qi pain.	NA	NA	NA	NA	NA	5692	NA	NA
HERB004343	PI HAN CAO	脾寒草	Daghestan Sweetclover	Melilotus suaveolens	NA	NA	whole herb	To clear summerheat and transform damp, fortify stomach and harmonize center.	Summerheat-damp and oppression in chest, distended head and headache, dysentery, malaria, strangury syndrome, vaginal discharge, mouth sore, bad breath, sores, damp sore, scab and lichen, scrofula.	NA	NA	NA	NA	NA	2137	NA	NA
HERB004344	PI HAN CAO GEN	脾寒草根?	Daghestan Sweetclover Root	Melilotus suaveolens	NA	NA	root	To clear heat and resolve toxin.	Scrofula.	NA	NA	NA	NA	NA	5706	NA	NA
HERB004345	PI JIU HUA	啤酒花	European Hop Female-flower	Humulus lupulus	NA	NA	female-flower	To fortify stomach and disperse food, disinhibit urine and quiet spirit, eliminate inflammation.	Indigestion, abdominal distention, edema, cystitis, tuberculosis, cough, insomnia, leprosy.	NA	NA	NA	NA	NA	5344	NA	NA
HERB004346	PI JIU HUA TU SI ZI	啤酒花菟丝子	Hop-shaped Dodder	Cuscuta lupuliformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	950	NA	NA
HERB004347	PI LI LUO FU MU	霹雳萝芙木	Perak Devilpepper	Rauwolfia perakensis	NA	NA	root	See Rauvolfia verticillata.	See Rauvolfia verticillata.	NA	NA	NA	NA	NA	3086	NA	NA
HERB004348	PI PA	枇杷	Loquat	Eriobotrya japonica	NA	NA	fruit	To moisten lung and precipitate qi, allay thirst.	Lung heat cough asthma, vomiting of sour matter, vexation and thirst.	NA	NA	NA	NA	NA	4713	NA	NA
HERB004349	PI PA HE	枇杷核	Loquat Seed	Eriobotrya japonica	NA	NA	seed	To relieve cough and transform phlegm, soothe liver and move qi.	Cough with profuse phlegm, mounting qi, edema, scrofula.	NA	NA	NA	NA	NA	2804	NA	NA
HERB004350	PI PA YE	枇杷叶	Loquat Leaf	Folium Eriobotryae	Minor cold; Bitter	Lung; Stomach	leaf	To remove heat from the lung and the stomach, and to relieve cough and vomiting.	Lung heat cough, qi counterflow with rapid asthma , stomach heat vomiting, heat vexation and thirst.	NA	1. Its decoction inhibits the growth of Staphylococcus aureus in vitro.2. Its saponins exert an expectorant effect.3. Inhibiting the influenza virus.	Antitussive Antiasthmetics	止咳平喘药	SMHB00310	7019	310	546
HERB004351	PI QI QIE	皮契茄	Peru False Heath	Fabiana imbricata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5655	NA	NA
HERB004352	PI SHAO ZI	皮哨子	Chuandian Soapberry Seed	Sapindus delavayi [Syn. Pancovia delavayi]	NA	NA	fruit or seed	To move qi and disperse accumulation, re solve toxin and kill worms.	Mounting qi (hernia), child gan accumulation, nipple moth, mumps, scab and lai, yellow-water sore, ascariasis.	NA	NA	NA	NA	NA	2621	NA	NA
HERB004353	PI XI DI GE SHE SHU	NA	Piscidi Cuttongue tree	Walsura piscidia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7376	NA	NA
HERB004354	PI ZHEN DU JING SHAN	铍针杜茎山	Lanceolate Maesa	Maesa lanceolata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4663	NA	NA
HERB004355	PI ZHEN QI SHU	NA	Lanceolate Sumac	Rhus lanceolata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2603	NA	NA
HERB004356	PI ZHEN XING YAO HUA	NA	Lanceolate Stringbush	Wikstroemia lanceolata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3641	NA	NA
HERB004357	PI ZHEN YE GOU TENG	披针叶钩藤	Lance-leaved Gambirplant	Uncaria lancifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2724	NA	NA
HERB004358	PI ZHEN YE HUANG ROU NAN	披针叶黄肉楠	Lanceleaf Ac tinodaphne	Actinodaphne lancifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4213	NA	NA
HERB004359	PI ZHEN YE NAN WU WEI ZI	披针叶南五味子	Lanceolate Kadsura	Kadsura lancilimba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4334	NA	NA
HERB004360	PIAN CHI TANG SONG CAO	偏翅唐松草	Delavay Meadowrue	Thalictrum delavayi	NA	NA	root and rhizome	To clear heat and dry damp, drain fire and resolve toxin.	Damp-heat diarrhea dysentery, jaundice, leukorrhea, wind-fire toothache, red eyes with gall, toxin swelling of sores.	NA	NA	NA	NA	NA	5417	NA	NA
HERB004361	PIAN CHI TANG SONG CAO GEN	偏翅唐松草根	Thaiictrum delavayi Franch.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6730	NA	NA
HERB004362	PIAN JIANG HUANG	片姜黄	Wenyujin Concise Rhizome	Rhizoma Wenyujin Concisum	NA	NA	Curcuma wenyujin Y. H. Chen et C. Ling.	Treament of amenorrhea and dysmenorrhea due to blood stasis, pricking pain in the chest and hypochondriac regions arthralgia.	Treament of amenorrhea and dysmenorrhea due to blood stasis, pricking pain in the chest and hypochondriac regions arthralgia.	NA	NA	NA	NA	NA	7438	NA	1019
HERB004363	PIAO FU CAO	飘拂草	Dichotomous Fimbristylis	Fimbristylis dichotoma	NA	NA	whole herb	To disinhibit urine, clear heat and resolve toxin.	Inhibited urination, damp-heat edema, strangury, infant fetal toxin.	NA	NA	NA	NA	NA	4208	NA	NA
HERB004364	PIE LAN	苤蓝	Kohl-rabi	Brassica oleracea var. gongylodes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4109	NA	NA
HERB004365	PING	NA	Water-clover	Marsilea quadrifolia	NA	NA	whole herb	To disinhibit water and disperse edema, clear heat and resolve toxin, stanch bleeding, eliminate vexation and quiet spirit.	Edema, heat strangury, inhibited urination [=dysuria], jaundice, blood ejection, spontaneous external bleeding, hematuria, flooding spotting and vaginal discharge, profuse menstruation, sleepless and vexation, diabetes mellitus, common cold, summer unacclimation in child, swollen welling abscess and sore toxin, scrofula, mastitis, swelling pain in throat, acute conjunctivitis, poisonous snake bites.	NA	NA	NA	NA	NA	3985	NA	NA
HERB004366	PING BEI MU	平贝母	Ussuri Fritillary Bulb	Bulbus Fritillariae Ussuriensis	NA	NA	bulb	To remove heat from the lung, relieve cough and resolve phlegm.	Dry cough due to lung dryness, dry cough, yin vacuity taxation cough, cough with phlegm and blood.	NA	NA	Phlegresolving Medicine	化痰药	SMHB00311	7995	311	1020
HERB004367	PING CHE QIAN	平车前	Depressed Plantain	Plantago depressa	NA	NA	whole herb	See Plantago asiatica.	See Plantago asiatica.	NA	NA	NA	NA	NA	6884	NA	NA
HERB004368	PING DI XI FENG QIN	NA	Campestral Seseli	Seseli campestre	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6786	NA	NA
HERB004369	PING E SHU	NA	Zedoary Turmeric Equivalent plant: Curcuma kwangsiensis	Curcuma zedoaria [Syn. Curcuma aeruginosa]	NA	NA	rhizome	To break blood and dispel stasis, move qi and relieve pain, anticancer.	Amenorrhea and dysmenorrhea, concretion conglomeration accumulation and gathering, food accumulation, distending pain in stomach duct and abdomen, indigestion, carcinoma of ovary, carcinoma of skin, genital carcinoma, malignant lymphoma, primary hepatoma, carcinoma of thyroid, carcinoma of stomach, carcinoma of lung.	NA	NA	NA	NA	NA	5044	NA	NA
HERB004370	PING ER XIAO CAO	瓶尔小草	Adder’s Tongue	Ophioglossum vulgatum	NA	NA	whole herb	To clear heat and cool blood, resolve toxin and settle pain.	Lung heat cough, pulmonary welling abscess, tuberculosis with blood ejection, infant ardent fever, red eyes with gall, stomachache, swollen welling abscess and clove sores, painful swelling from knocks and falls.	NA	NA	NA	NA	NA	1264	NA	NA
HERB004371	PING FENG CAO	萍逢草	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6771	NA	NA
HERB004372	PING GUO	苹果	Apple	Malus pumila	Cool; Sweet; Slightly Sour	Lung; Spleen; Stomach	fruit	To boost stomach, engender liquid, eliminate vexation, arouse liquor.	Scant fluid and thirst, spleen vacuity diarrhea, food retention and abdominal distention, resolve liquor toxin.	NA	NA	NA	NA	NA	6303	NA	547
HERB004373	PING GUO HAI TANG	苹果海棠	Domestic Apple	Malus domestica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3578	NA	NA
HERB004374	PING HUA FA LIANG GOU TENG	平滑发亮钩藤	Smooth Gambirplant	Uncaria laevigata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6449	NA	NA
HERB004375	PING HUA FENG DOU CAI	平滑蜂斗菜	Smooth Butterbur	Petasites laevigatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6956	NA	NA
HERB004376	PING HUA GUO JIU JE	NA	Leio-fruit Ninenode	Psychotria leiocarpa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4002	NA	NA
HERB004377	PING HUA SANG	NA	Smooth Mulberry	Morus laevigata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4259	NA	NA
HERB004378	PING PENG CAO	萍蓬草	Cowlily	Nuphar pumilum	NA	NA	rhizome	To fortify spleen and boost lung, quicken lood and regulate menstruation.	Reduced food intake due to spleen vacuity, yin vacuity cough, night sweating, blood stasis and dysmenorrhea, menstrual disorder, knocks and falls.	NA	NA	NA	NA	NA	2870	NA	NA
HERB004379	PING PU YUAN BAI	NA	Creeping Juniper	Juniperus horizontalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8061	NA	NA
HERB004380	PING QIAN LI GUANG	平千里光	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3816	NA	NA
HERB004381	PING WO DAO HUA	平卧稻花	Prostrate Rice-flower	Pimelea prostrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1059	NA	NA
HERB004382	PING YU FENG WEI JUE	平羽凤尾蕨	Kiushu Brake	Pteris kiuschiuensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2879	NA	NA
HERB004383	PING YUAN BA DOU	平原巴豆	NA	Croton campestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1701	NA	NA
HERB004384	PING ZHAN JIAO HUI XIANG	平展角茴香	Procumbent Hypecoum	Hypecoum procumbens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4066	NA	NA
HERB004385	PIPER SPP	NA	NA	Piper spp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6853	NA	NA
HERB004386	PO BU YE	破布叶	Paniculate Microcos	Microcos paniculata [Syn. Grewia microcos ]	NA	NA	leaf	To clear heat and disinhibit damp, fortify stomach and disperse stagnation.	Common cold with fever, jaundice, inappetence, indigestion, distending pain in stomach duct and abdomen, diarrhea, sores, centipede bite.	NA	NA	NA	NA	NA	4980	NA	NA
HERB004387	PO GU ZHI	破故纸	fruit of Malaytea scurfpea	Fructus Psoraleae Corylifoliae	Extreme Warm; Pungent; Bitter	Spleen; Kidney	Psoralea corylifolia L.	Treatment of impotence, seminal emission, enuresis, frequent urination, aching of the loins and knees with cold sensation, asthma in deficiency syndromes of the kidney, diarrhea occurring before dawn daily. External use for vitiligo and alpecia areata.	1. Corylifolinin ( isobavachalcone ) dilates coronary artery significantly. 2. Promoting phagocytosis of macrophage. 3. Exciting the intestinal smooth muscles in vivo or in vitro, and relaxing the uterus of guinea-pigs in vitro.	NA	1. Corylifolinin ( isobavachalcone ) dilates coronary artery significantly. 2. Promoting phagocytosis of macrophage. 3. Exciting the intestinal smooth muscles in vivo or in vitro, and relaxing the uterus of guinea-pigs in vitro.	For tonifying weakness	补虚	NA	5149	NA	548
HERB004388	PO LUO MEN ZAO JIA	婆罗门皂荚	Goldenshower Senna Fruit	Cassia fistula	NA	NA	fruit	To clear heat and free stool, transform stagnation and relieve pain.	Heat wind in heart and diaphragm, steaming bone fever and chills, three worms.	NA	NA	NA	NA	NA	6279	NA	NA
HERB004389	PO LUO ZHOU GOU TENG	婆罗洲钩藤	Borneo Gambirplant	Uncaria borneensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1144	NA	NA
HERB004390	PO SEN DA JI	NA	Poison Euphorbia	Euphorbia poisonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1886	NA	NA
HERB004391	PU DI WU GONG	铺地蜈蚣	Cernuous Clubmoss	Lycopodium cernuum	NA	NA	whole plant	See Lycopodium japonicum.	See Lycopodium japonicum.	NA	NA	NA	NA	NA	6967	NA	NA
HERB004392	PU DUN LI	NA	Puddun Plum	Prunus puddun	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3041	NA	NA
HERB004393	PU ER CHA	普洱茶	Assam Tea	Camellia sinensis var. assamica	NA	NA	leaf	To engender liquid and allay thirst, expel phlegm and precipitate qi.	Sand qi abdominal pain, cholera, dysentery.	NA	NA	NA	NA	NA	4174	NA	NA
HERB004394	PU ER DI LUO HAN SONG	普尔迪罗汉松	Purdie Podocarpus	Podocarpus purdieana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6531	NA	NA
HERB004395	PU ER MIN	扑尔敏	Chlorpheniramine maleate	Chlorpheniramini Maleas	NA	NA	NA	 	NA	NA	NA	NA	NA	NA	6334	NA	549
HERB004396	PU FU JIN GU CAO	匍匐筋骨草	Creeping Bugle	Ajuga reptans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2149	NA	NA
HERB004397	PU FU JING TU ER CAO	匍匐茎兔耳草	Creeping Lagotis	Lagotis stolonifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3586	NA	NA
HERB004398	PU FU QIANG DAO YAO	匍匐枪刀药	Creeping Hypoestes	Hypoestes serpens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1792	NA	NA
HERB004399	PU FU SHI DA GONG LAO	匍匐十大功劳	Creeping Mahonia	Mahonia repens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2292	NA	NA
HERB004400	PU GE WU TOU	普格乌头	Pukee Monkshood	Aconitum pukeese	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3618	NA	NA
HERB004401	PU GONG YING	蒲公英	Mongolian Dandelion	Taraxacum mongolicum	Cold; Sweet; Bitter	Stomach; Liver	aerial parts	To clear heat and resolve toxin, dissipate binds and disperse swelling, disinhibit urine and free strangury.	Epidemic parotitis, infection of upper respiratory tract, tonsillitis, laryngitis, sore pharynx, mastitis, hepatitis, swelling toxin of clove sore, mammary welling abscess, scrofula, red eyes, pulmonary welling abscess, damp-heat jaundice, heat strangury with inhibited pain.	NA	1. Bacteriostatic. 2. Its alcoholic extract exerts a cholagogic action in rat, which is stronger than decoction of Herba Artemisiae Scopariae. 3. Relieve the damage of liver in rat elicited by CCl4	Heat clearence	清热	NA	2057	NA	550
HERB004402	PU HUANG	蒲黄	pollen of longbract cattail	pollen typhae	Mild; Sweet	Liver; Heart	pollen	To arrest bleeding, to remove blood stasis, and to relieve dysuria.	Hyperlipemia, angina pectoris, exudative eczema, bleeding, hemoptysis, spontaneous external bleeding, blood ejection, hematochezia, hematuria, flooding and spotting, bleeding due to external injury, pain in heart and abdomen, dysmenorrhea, postpartum bleeding, postpartum abdominal pain, blood strangury with inhibited pain.	NA	1. Strengthening the tone and promoting rhythmical contraction of uterus in animals and human. 2. Its decoction lowers blood pressure and shortens blood clotting time. 	Stasis-Resolving Hemostatic Medicinal	化瘀止血药	SMHB00312	3303	312	551
HERB004403	PU HUANG TAN	蒲黄炭	Prepared pollen of longbract cattail	pollen typhae Preparata	Cool; Pungent; Sweet	Liver; Heart	Typha angustifolia L.;Typha orientalis Presl	Treament of hematemesis, epistaxis, hemoptysis, abnormal uterine bleeding, traumatic bleeding, amenorrhea, dysmenorrhea, pricking pain in the epigastrium, traumatic swelling and pain, dysuria with difficult painful passage of bloody urine.	1. Strengthening the tone and promoting rhythmical contraction of uterus in animals and human. 2. Its decoction lowers blood pressure and shortens blood clotting time.	NA	1. Strengthening the tone and promoting rhythmical contraction of uterus in animals and human. 2. Its decoction lowers blood pressure and shortens blood clotting time. 	Bleeding control	止血	NA	7207	NA	552
HERB004404	PU QI BEI MU	NA	Puqi Fritillary	Fritillaria puqiensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5901	NA	NA
HERB004405	PU SUO MU	NA	NA	Psorospermum febrifugum	NA	NA	NA	To resolve heat, resolve toxin, free stool[5509].	Constipation, numbing wind (leprosy)[5509].	NA	NA	NA	NA	NA	3689	NA	NA
HERB004406	PU TAO	葡萄	fruit of european grape	fructus vitis viniferae	Mild; Sweet; Slightly Sour	Stomach; Liver; Kidney	Vitis vinifera L	NA	NA	NA	NA	NA	NA	NA	4821	NA	553
HERB004407	PU TAO 2	葡萄	Rose Apple	Fructus Syzygii	Mild; Sweet; Slightly Sour	Stomach; Liver; Kidney	Syzygium jambos	NA	NA	NA	NA	NA	NA	NA	5669	NA	554
HERB004408	PU TAO II	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3664	NA	NA
HERB004409	PU TAO TANG	葡萄糖	Glucose	Glucosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3051	NA	555
HERB004410	PU TAO TENG YE	葡萄藤叶	European Grape Stem and Leaf	Vitis vinifera	NA	NA	stem-leaf	To dispel wind and eliminate damp, disinhibit water and disperse edema, resolve toxin.	Edema, inhibited urination, red eyes, swollen welling abscess, wind-damp impediment pain.	NA	NA	NA	NA	NA	3186	NA	NA
HERB004411	PU TAO YE MU JIN	葡萄叶木槿	Grapeleaf Hibiscus	Hibiscus vitifolius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4411	NA	NA
HERB004412	PU TAO YOU	葡萄柚	Grapefruit	Citrus paradisi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3130	NA	NA
HERB004413	PU TAO YOU DA HONG JU ZA JIAO ZHONG	葡萄柚大红菊杂交种	NA	Citrus paradisi x Citrus tangerina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8135	NA	NA
HERB004414	PU TI SHU HUA	菩提树花	Miquel Linden Equivalent plant: Tilia japonica	Tilia miqueliana	NA	NA	flower	To settle tetany, calm, effuse sweat and abate fever.	Wind-cold common cold, headache and generalized pain, fright epilepsy.	NA	NA	NA	NA	NA	3564	NA	NA
HERB004415	PU TONG BAI JIAN MU	NA	Common White Quebracho	Aspidosperma quebracho - blanco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3001	NA	NA
HERB004416	PU TONG CANG ER	普通苍耳?	Common Cocklebur	Xanthium commune	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2114	NA	NA
HERB004417	PU TONG LU TI CAO	普通鹿蹄草	Common Pyrola	Pyrola decorata	NA	NA	whole herb	See Pyrola calliantha.	See Pyrola calliantha.	NA	NA	NA	NA	NA	4550	NA	NA
HERB004418	PU TONG TUN CAO	普通豚草	Ragweed	Ambrosia ambrosioids	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7977	NA	NA
HERB004419	PU TONG XUAN GOU ZI	普通悬钩子	Common Raspberry	Rubus allegheniensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3585	NA	NA
HERB004420	PU TONG YUAN ZHI	普通远志	Common Milkwort	Polygala vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1966	NA	NA
HERB004421	PU TONG ZHANG YA CAI	普通獐牙菜	Common Swertia	Swertia swertiopsis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7739	NA	NA
HERB004422	PU YE SHAN YOU ZI	浦叶山悠子	Celtis-leaf Opilia	Opilia celtidifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5833	NA	NA
HERB004423	OU ZHOU PU TAO	欧洲葡萄	European Grape	Vitis vinifera	NA	NA	fruit	To supplement qi and blood, strengthen sinews and bones, disinhibit urine.	Vacuity of qi and blood, lung vacuity cough, palpitation and night sweating, wind-damp impediment pain, strangury, edema.	NA	NA	NA	NA	NA	2383	NA	NA
HERB004424	PU TAO	蒲桃	Roseapple	Syzygium jambos	NA	NA	pericarp	To fortify spleen and warm stomach, supplement lung and relieve cough, break blood and disperse swelling.	Stomach cold and hiccough, spleen vacuity diarrhea, chronic dysentery, lung vacuity cold cough, flat abscess.	NA	NA	NA	NA	NA	3838	NA	NA
HERB004425	QI BAI ZHI	祁白芷	Qibaizhi Angelica	Angelica dahurica cv. qibaizhi	NA	NA	root	See Angelica taiwaniana.	See Angelica taiwaniana.	NA	NA	NA	NA	NA	8034	NA	NA
HERB004426	QI CAO	蛴螬	Grub	Holotrichia diomphalia	Minor Warm; Salty	NA	NA	Blood activation and injury healing	NA	Extremely Toxic	NA	Blood activation and stasis removal	活血化淤	NA	2911	NA	556
HERB004427	QI DUN GUO	齐墩果	Olea europaea L.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5316	NA	NA
HERB004428	QI DUN GUO SUAN	齐墩果酸	NA	Acidum Oleanolicum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2130	NA	557
HERB004429	QI GU CAO	漆姑草	Pearlwort	Sagina japonica [Syn. Spergula japonica]	NA	NA	whole herb	To cool blood and resolve toxin, kill worms and relieve itch.	Lacquer sore, bald sores, eczema, erysipelas, scrofula, innominate toxin swelling, poisonous snake bites, deep-source nasal congestion, decayed teeth, internal damage due to knocks and falls.	NA	NA	NA	NA	NA	6187	NA	NA
HERB004430	QI GUO JIU LI XIANG	七国九里香?	Omphalo-fruit Common Jasminorange	Murraya omphalocarpa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2556	NA	NA
HERB004431	QI GUO QIAN LI XIANG	七国千里香	Omphalo-fruit Jasminorange	Murraya paniculata var. omphalocarpa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3510	NA	NA
HERB004432	QI HAN NING HUA JIAO	NA	Tsihanim Pricklyash	Zanthoxylum tsihanimposa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4498	NA	NA
HERB004433	QI LIN CAI	麒麟菜	Muriculate Eucheuma Frond	Eucheuma muricatum	NA	NA	frond	To clear heat and disperse phlegm.	Phlegm-heat cough, scrofula, goiter and tuberculosis, hemorrhoids.	NA	NA	NA	NA	NA	2127	NA	NA
HERB004434	QI LIN JIE	麒麟竭	Draco Yellowvine	Daemonorops draco	NA	NA	balsam	See Dracaena cochinchinensis .	See Dracaena cochinchinensis.	NA	NA	NA	NA	NA	1294	NA	NA
HERB004435	QI PAN SHA CAO	畦畔莎草	Asidefield Galingale	Cyperus haspan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6599	NA	NA
HERB004436	QI SHE	蕲蛇	Long-noded Pit Viper	Agkistrodon	Warm; Sweet; Salty	Liver	Agkistrodon acutus (Guenther).	Treament of chronic rheumatic or rheumatoid arthritis with numbeness and contracture, hemiplegia in stroke, convulsion, tetanus, leprosy, scabies ringworm.	Treament of chronic rheumatic or rheumatoid arthritis with numbeness and contracture, hemiplegia in stroke, convulsion, tetanus, leprosy, scabies ringworm.	Extremely Toxic	NA	For dispelling wind-dampness	祛风湿	NA	4677	NA	558
HERB004437	QI SHI HUA	NA	Omphalos Parmelia	Parmelia saxatilis var. omphalodes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5983	NA	NA
HERB004438	QI YE HUANG PI	七叶黄皮	Heptaleaf Wampee	Clausena heptaphylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5312	NA	NA
HERB004439	QI YE LIAN	七叶莲	root of Scandent Schefflera	Radix Schefflerae Arboricolae	NA	NA	Schefflera arboricola Hayata.	1. Treatment of rheumatism, trauma, headache, and other pains. Recently, also used for abdominal and biliary colics, and trigeminal neuralgia. 2. Treatment of bronchial asthma and asthmatic bronchitis.	1. Analgeic. 2. Sedative. 3. Antispasmodic	NA	1. Analgeic. 2. Sedative. 3. Antispasmodic	NA	NA	NA	8011	NA	1021
HERB004440	QI YE PAN GUO JU	槭叶盘果菊	Rattlesnakeroot	Prenanthes acerifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3666	NA	NA
HERB004441	QI YE SHU	七叶树	Chinese Buckeye	Aesculus chinensis	NA	NA	ripe fruit without shell	See Aesculus wilsonii .	See Aesculus wilsonii.	NA	NA	NA	NA	NA	2076	NA	NA
HERB004442	QI YE YI ZHI HUA	七叶一枝花	rhizome of Verticillate Paris	Rhizoma Paridis verticillatae	Cold; Bitter	Liver	Paris verticillata M. Bieb	Treatment of boils, carbuncies, sore throat, venomous snake bite, traumatic pain, convulsions.	1. Virustatic, esp. on Asia influenza A virus, and bacteriostatic. 2. Antitussive and antiasthmatic. 3. An active component, pariphyllin, exerts a sedative effect on mice and in synergistic with pentobarbital sodium. 4. Pariphyllin inhibits uterocervical carcinoma14 in mice.	Toxic	1. Virustatic, esp. on Asia influenza A virus, and bacteriostatic. 2. Antitussive and antiasthmatic. 3. An active component, pariphyllin, exerts a sedative effect on mice and in synergistic with pentobarbital sodium. 4. Pariphyllin inhibits uterocervical 	Heat clearence	清热	NA	1023	NA	559
HERB004443	QI YI PU TAO FENG XIN ZI	奇异葡萄风信子	Paradoxy Grape-hyacinth	Muscari paradoxum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1378	NA	NA
HERB004444	QI ZHOU YI ZHI HAO	祁州一枝蒿	Horseweed Fleabane	Conyza canadensis	NA	NA	whole herb	To clear heat and disinhibit damp, dissipate stasis and disperse swelling.	Dysentery, enteritis, hepatitis, cholecystitis, knocks and falls, wind-damp bone pain, swelling pain of sore and boil, bleeding due to external injury, psoriasis.	NA	NA	NA	NA	NA	6582	NA	NA
HERB004445	QI ZI	杞子	True Lacquer Seed	Rhus verniciflua [Syn. Toxicadendron verniciflum ]	Mild; Sweet	Lung; Liver; Kidney	seed	To quicken blood and stanch bleeding, warm channels and relieve pain.	Hematochezia, hematuria, flooding and spotting, abdominal pain due to stagnation, amenorrhea.	NA	NA	NA	NA	NA	5159	NA	560
HERB004446	QIAN CAO	茜草	root of Tali Madder	Radix Rubiae	Cold; Bitter	Liver	NA	To remove heat from blood and arrest bleeding, to eliminate blood stasis, and to stimulate menstrual discharge.	1. Hemostatic. 2. Bacteriostatic in vitro. 3. Antitussive and expectorant.	NA	1. Hemostatic. 2. Bacteriostatic in vitro. 3. Antitussive and expectorant. 	Stasis-Resolving Hemostatic Medicinal	化瘀止血药	SMHB00321	3696	321	561
HERB004447	QIAN CAO GEN	茜草根	Indian Madder Root Equivalent plant: Rubia schumannina, Rubia tinctorum , Rubia oncotricha, Rubia wallichiana	Rubia cordifolia	NA	NA	root	To cool blood and stanch bleeding, quicken blood and transform stasis.	Bleeding due to blood heat, amenorrhea due to blood stasis, knocks and falls, impediment pain in joints.	NA	NA	NA	NA	NA	3023	NA	NA
